id,movie_title,y_true,y_text_pred,y_image_pred,y_ridge_fusion_pred,y_linear_fusion_pred,y_weighted_fusion_pred,y_hgb_fusion_pred,y_best_pred,text_error,fusion_error,image_help
rw2027489,Winnie the Pooh and a Day for Eeyore (1983),0.5,2.1545452188525904,3.524431790615545,1.7685676615608426,1.7682322267996216,2.1545452188525904,1.3736124778834076,1.3736124778834076,1.6545452188525904,0.8736124778834076,0.7809327409691829
rw0020302,On Borrowed Time (1939),1.0,1.7909330126817171,3.4164828278303587,1.291434790882552,1.291029113197201,1.7909330126817171,0.982569257294896,0.982569257294896,0.7909330126817171,0.01743074270510403,0.7735022699766131
rw2945069,Inside Llewyn Davis (2013),0.5,1.616294718872478,3.4924320524778674,1.0612304099365213,1.060766139161974,1.616294718872478,0.8522864310723718,0.8522864310723718,1.116294718872478,0.3522864310723718,0.7640082878001063
rw5746392,Megan Leavey (2017),0.5,1.9948836105424648,3.3016368821510325,1.5604915392353793,1.560159375224773,1.9948836105424648,1.2339352845703384,1.2339352845703384,1.4948836105424648,0.7339352845703384,0.7609483259721264
rw6214576,#Alive (2020),0.5,1.988350949799298,3.2841499865677566,1.552046323762751,1.551715921757538,1.988350949799298,1.23677009426289,1.23677009426289,1.488350949799298,0.7367700942628901,0.7515808555364079
rw3269560,Minions (2015),0.5,1.9680823687460536,3.409747627829046,1.524375088945268,1.5240151722848905,1.9680823687460536,1.223337398527437,1.223337398527437,1.4680823687460536,0.723337398527437,0.7447449702186166
rw3217622,The Maze Runner (2014),0.5,1.9799469375543448,3.2660492421771803,1.541145991976577,1.540817001803528,1.9799469375543448,1.2389365716696368,1.2389365716696368,1.4799469375543448,0.7389365716696368,0.741010365884708
rw2780078,Dead Snow (2009),0.5,2.1876948750097824,3.2148271894302196,1.8146752804581645,1.8144083819359151,2.1876948750097824,1.4521751391798636,1.4521751391798636,1.6876948750097824,0.9521751391798636,0.7355197358299188
rw5457537,Uncut Gems (2019),1.0,2.0612933381397323,3.19737454169787,1.6486469427249204,1.648351721568034,2.0612933381397323,1.3368610292900591,1.3368610292900591,1.0612933381397323,0.3368610292900591,0.7244323088496731
rw3834840,The Snowman (2017),1.0,1.7852146519779613,3.5409724350652634,1.2829007144186448,1.2824693885907088,1.7852146519779613,0.9327519296424256,0.9327519296424256,0.7852146519779613,0.06724807035757441,0.7179665816203868
rw5762654,The Lodge (2019),0.5,2.3143209188525145,3.153120350255312,1.98164516717483,1.9814220441670416,2.3143209188525145,1.5981872358964766,1.5981872358964766,1.8143209188525145,1.0981872358964766,0.7161336829560379
rw4535101,The Predator (2018),0.5,2.2010178092303887,2.6014026917532416,1.8371991122415312,1.8370548680251932,2.2010178092303887,1.498507398917599,1.498507398917599,1.7010178092303887,0.998507398917599,0.7025104103127897
rw2999253,Divergent (2014),1.0,1.693712687283013,3.1188655936735277,1.166056644787124,1.1656844588357336,1.693712687283013,1.0127068298447264,1.0127068298447264,0.693712687283013,0.012706829844726375,0.6810058574382867
rw5616295,Red Canyon (2008),1.0,2.140426181989546,3.291028789303344,1.7519123352537629,1.7516187546459605,2.140426181989546,1.46022678070914,1.46022678070914,1.1404261819895458,0.46022678070914,0.6801994012804058
rw2693640,Chakravyuh (2012),1.5,2.5325698524362608,3.512821100067796,2.265623804839295,2.265385483817235,2.5325698524362608,1.8572641182790817,1.8572641182790817,1.0325698524362608,0.35726411827908167,0.6753057341571791
rw0350903,Tammy and the T-Rex (1994),0.5,1.41284463052813,3.3656477032974506,0.794804766439019,0.7943141047495548,1.41284463052813,0.74480843218722,0.74480843218722,0.9128446305281299,0.24480843218722004,0.6680361983409099
rw2410016,Just Go with It (2011),0.5,1.8847785523598504,3.3690652096408735,1.4151938628649658,1.414820956020519,1.8847785523598504,1.2179068051093085,1.2179068051093085,1.3847785523598504,0.7179068051093085,0.6668717472505419
rw4223105,Ninja Vengeance (1993),1.0,1.745883409110369,3.5585955469762487,1.2310508986017354,1.2306062759197776,1.745883409110369,0.9196662399086928,0.9196662399086928,0.745883409110369,0.08033376009130722,0.6655496490190618
rw5117284,The I-Land (2019),0.5,1.393097799828256,3.7273147308500567,0.7658917266921428,0.7653257656957333,1.393097799828256,0.7276318212481558,0.7276318212481558,0.8930977998282561,0.22763182124815584,0.6654659785801003
rw2310724,The Man from Earth (2007),0.5,1.158826465820631,2.7191930503460457,0.5,0.5,1.158826465820631,0.5116608436441925,0.5116608436441925,0.6588264658206311,0.011660843644192509,0.6471656221764386
rw4075072,Chris Rock: Tamborine (2018 TV Special),0.5,2.4880824988575467,3.4680239080247337,2.20750534355464,2.207264572655766,2.4880824988575467,1.850407787130785,1.850407787130785,1.9880824988575467,1.350407787130785,0.6376747117267618
rw4341919,Peter Rabbit (2018),1.0,2.538346127754632,3.485426621211965,2.273441151201402,2.273209607820433,2.538346127754632,1.9050156212072733,1.9050156212072733,1.538346127754632,0.9050156212072733,0.6333305065473587
rw4965220,Redcon-1 (2018),1.0,1.6819233760875114,3.2093836518465553,1.149818941081845,1.1494261911178465,1.6819233760875114,1.058099362025046,1.058099362025046,0.6819233760875114,0.058099362025046064,0.6238240140624653
rw0785782,Punch-Drunk Love (2002),0.5,1.3826402956552777,3.5652792357774348,0.7534671717704526,0.7529301026910296,1.3826402956552777,0.7641855039432287,0.7641855039432287,0.8826402956552777,0.2641855039432287,0.618454791712049
rw4987264,Drive (I) (2011),1.5,2.189074984680986,3.3254903499093182,1.8155859486857544,1.815297872445892,2.189074984680986,1.5867848750736315,1.5867848750736315,0.6890749846809858,0.08678487507363153,0.6022901096073543
rw0234118,Killer Party (1986),0.5,2.0312519068016144,3.3288033951366045,1.6080804396363084,1.6077521174088547,2.0312519068016144,1.4414883574124135,1.4414883574124135,1.5312519068016144,0.9414883574124135,0.5897635493892008
rw4746461,Alone in the Dead of Night (2017),1.5,2.3702654823705167,3.1658866390061524,2.0550871444263894,2.0548755762054323,2.3702654823705167,1.7820934800541983,1.7820934800541983,0.8702654823705167,0.2820934800541983,0.5881720023163184
rw0990626,The Medallion (2003),0.5,2.2983814929412594,3.40184886681761,1.9586596851918108,1.9583841848230148,2.2983814929412594,1.719401314014789,1.719401314014789,1.7983814929412594,1.219401314014789,0.5789801789264704
rw4032623,Star Wars: Episode VIII - The Last Jedi (2017),0.5,1.4505514426274313,3.3323089566571547,0.8446473937901811,0.8441726780420629,1.4505514426274313,0.8738461100074072,0.8738461100074072,0.9505514426274313,0.3738461100074072,0.5767053326200241
rw6266185,Laxmii (2020),0.5,2.0863835364345333,2.3570015222499014,1.6884935679240474,1.6883680953225255,2.0863835364345333,1.5098465563820684,1.5098465563820684,1.5863835364345333,1.0098465563820684,0.5765369800524649
rw4271469,Jurassic World: Fallen Kingdom (2018),0.5,1.3716693073164874,3.2249863049521417,0.741823203849957,0.7413495689705338,1.3716693073164874,0.8020148999320708,0.8020148999320708,0.8716693073164874,0.30201489993207076,0.5696544073844166
rw5671166,The Gentlemen (2019),0.5,2.287515789521448,3.405157728312042,1.9443483200384943,1.9440694496292248,2.287515789521448,1.719401314014789,1.719401314014789,1.7875157895214482,1.219401314014789,0.5681144755066592
rw3309212,Escape from L.A. (1996),0.5,2.494590554139874,3.381928320667236,2.216764053131713,2.2165416608795523,2.494590554139874,1.9302068962822456,1.9302068962822456,1.994590554139874,1.4302068962822456,0.5643836578576285
rw2732987,In Search of Mozart (2006),1.0,2.2502313615462803,3.3420666775571504,1.895848403398945,1.895572448661217,2.2502313615462803,1.6930578697895655,1.6930578697895655,1.2502313615462803,0.6930578697895655,0.5571734917567148
rw2988796,Revelation Road: The Beginning of the End (2013),0.5,1.3001550763920535,3.2343033720501153,0.6477325940213232,0.647239202331916,1.3001550763920535,0.743945622440475,0.743945622440475,0.8001550763920535,0.24394562244047502,0.5562094539515785
rw1497508,The Grudge 2 (2006),0.5,2.3600641228493853,3.13378387311912,2.0419383103479043,2.041730426359208,2.3600641228493853,1.8113538694902465,1.8113538694902465,1.8600641228493853,1.3113538694902465,0.5487102533591388
rw4011670,Star Wars: Episode VIII - The Last Jedi (2017),0.5,2.2431625597841527,3.3323089566571547,1.886635247112661,1.8863594165227149,2.2431625597841527,1.6995089304613824,1.6995089304613824,1.7431625597841527,1.1995089304613824,0.5436536293227703
rw6143877,Khaali Peeli (2020),0.5,1.676430256873513,2.860297283848177,1.145448133039528,1.1451219021307597,1.676430256873513,1.1344325573364926,1.1344325573364926,1.176430256873513,0.6344325573364926,0.5419976995370204
rw4465119,A Man Called Ahok (2018),0.5,1.2177583995395174,3.541920456489145,0.5368997494192347,0.5363258508036943,1.2177583995395174,0.684041267758631,0.684041267758631,0.7177583995395174,0.18404126775863106,0.5337171317808863
rw6200819,Borat Subsequent Moviefilm (2020),1.0,2.314857196792639,3.2415734571532018,1.9816278759681585,1.9813876833676725,2.314857196792639,1.807621321576184,1.807621321576184,1.314857196792639,0.807621321576184,0.507235875216455
rw3823230,Vita Smeralda (2006),0.5,2.486037414647585,3.405446890500707,2.205327816747659,2.2050987039380687,2.486037414647585,2.0010757678287767,2.0010757678287767,1.9860374146475852,1.5010757678287767,0.4849616468188085
rw1322432,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005)",5.0,4.1611631277389725,4.0948449893028736,4.401863514828235,4.401920643124516,4.1611631277389725,4.620479743405124,4.620479743405124,0.8388368722610275,0.3795202565948763,0.45931661566615123
rw2646680,傲慢與偏見 (2005),5.0,4.300146126654605,3.5593013463800904,4.588947476226785,4.589143642104768,4.300146126654605,4.753449768955172,4.753449768955172,0.6998538733453952,0.24655023104482776,0.4533036423005674
rw5101629,When Love Calls (1989),5.0,4.311068824535242,3.4625825066146305,4.60409654158016,4.604314260070675,4.311068824535242,4.7625607386006745,4.7625607386006745,0.6889311754647576,0.23743926139932547,0.4514919140654321
rw1374454,The Wedding Date (2005),5.0,4.289068160736674,3.2676820526287735,4.576765410109509,4.577015516306201,4.289068160736674,4.739119404685482,4.739119404685482,0.7109318392633259,0.2608805953145179,0.450051243948808
rw2935601,Identity Thief (2013),0.5,2.56471922431202,3.363093241020778,2.3091108904525557,2.30890975859642,2.56471922431202,2.1195114700219446,2.1195114700219446,2.06471922431202,1.6195114700219446,0.4452077542900752
rw4276131,Anne with an E (2017–2019),5.0,4.2532649810454854,3.8104184336409848,4.525265674098868,4.5254012340177585,4.2532649810454854,4.6878481040720885,4.6878481040720885,0.7467350189545146,0.3121518959279115,0.43458312302660307
rw0886582,Uncle Nino (2003),5.0,4.108241606032794,3.622508306388759,4.336148501656188,4.336284220308707,4.108241606032794,4.5423983336317155,4.5423983336317155,0.8917583939672058,0.4576016663682845,0.4341567275989213
rw0411009,Contact (1997),1.0,2.5352125616411834,3.3654855739283964,2.2703011040797083,2.2700921029839987,2.5352125616411834,2.106183295848206,2.106183295848206,1.5352125616411834,1.106183295848206,0.4290292657929773
rw5899975,Once Were Brothers: Robbie Robertson and the Band (2019),5.0,4.307802867761537,3.3600825454035665,4.600640028498427,4.600876863757362,4.307802867761537,4.734118117586184,4.734118117586184,0.692197132238463,0.26588188241381605,0.42631524982464697
rw4234019,Flames (2018– ),5.0,4.259400953036373,3.3077967615313053,4.537436530907368,4.537671390565633,4.259400953036373,4.676971874635713,4.676971874635713,0.7405990469636272,0.3230281253642868,0.4175709215993404
rw4660298,In the Dark (2017),0.5,1.1131920878391015,3.3266105034646607,0.5,0.5,1.1131920878391015,0.7078142145773749,0.7078142145773749,0.6131920878391015,0.20781421457737492,0.4053778732617266
rw0054376,Il Bidone (1955),5.0,4.197896443138752,3.472334737974878,4.455237455277199,4.455424879288065,4.197896443138752,4.602880169387326,4.602880169387326,0.8021035568612476,0.39711983061267375,0.4049837262485738
rw4345740,Grey's Anatomy (2005– ),5.0,4.239338959434736,3.1296841566428784,4.51251693992825,4.512781408509545,4.239338959434736,4.642266676276132,4.642266676276132,0.7606610405652638,0.3577333237238678,0.40292771684139606
rw5406824,Patriot (II) (2015–2018),5.0,4.4322261178997815,3.951750548478191,4.759378689363718,4.759531665786575,4.4322261178997815,4.832689321342898,4.832689321342898,0.5677738821002185,0.1673106786571017,0.4004632034431168
rw6245044,My Octopus Teacher (2020),5.0,4.157652209488492,3.237061974391102,4.404252512143597,4.404475598538163,4.157652209488492,4.55594290822303,4.55594290822303,0.842347790511508,0.44405709177696995,0.39829069873453804
rw5446387,Carjackers (2016– ),0.5,2.579963483261178,3.2905520367157015,2.3297437645733963,2.329560567155354,2.579963483261178,2.191888773152468,2.191888773152468,2.079963483261178,1.6918887731524679,0.3880747101087101
rw1953766,Zift (2008),5.0,4.144775075199757,3.310586067617825,4.3867234975066935,4.386929052259362,4.144775075199757,4.53152210419534,4.53152210419534,0.8552249248002433,0.4684778958046598,0.38674702899558344
rw1492939,La guerra di Mario (2005),5.0,4.050477172947787,3.4823468072978914,4.26135436775831,4.261502853384368,4.050477172947787,4.434634363084202,4.434634363084202,0.9495228270522134,0.5653656369157982,0.38415719013641514
rw5640545,6 Underground (2019),0.5,1.0035293688152729,3.263929372382041,0.5,0.5,1.0035293688152729,0.6240987231018394,0.6240987231018394,0.5035293688152729,0.12409872310183945,0.37943064571343343
rw1303036,The Life Aquatic with Steve Zissou (2004),1.0,1.5057542661868604,3.1810938359143366,0.9184533106734794,0.918021858028655,1.5057542661868604,0.8735537543533944,0.8735537543533944,0.5057542661868604,0.12644624564660556,0.3793080205402548
rw3585626,Ukraine on Fire (2016),5.0,3.8752324338002233,3.370240222042367,4.0318883768112554,4.0320146940918615,3.8752324338002233,4.249148816101683,4.249148816101683,1.1247675661997767,0.750851183898317,0.37391638230145974
rw3662705,Sabrina (1954),5.0,4.190932304882872,3.465655706132369,4.446136752271035,4.4463237278862575,4.190932304882872,4.559027853190517,4.559027853190517,0.8090676951171281,0.44097214680948316,0.3680955483076449
rw1119387,Land of the Dead (2005),5.0,4.021299628237765,3.5924432541326223,4.222097750885158,4.222217501370482,4.021299628237765,4.387986979130427,4.387986979130427,0.9787003717622351,0.6120130208695729,0.36668735089266224
rw5797469,The Chosen (2017– ),5.0,3.988406304211807,4.145063131542858,4.174342681902953,4.174346693919896,3.988406304211807,4.353098619387008,4.353098619387008,1.0115936957881928,0.6469013806129924,0.3646923151752004
rw1566621,I Am Curious (Yellow) (1967),5.0,3.9962709834523342,3.305507294262639,4.191537504307718,4.191706783641553,3.9962709834523342,4.360946632380019,4.360946632380019,1.0037290165476658,0.6390533676199812,0.36467564892768456
rw4230643,Red Sparrow (2018),5.0,4.14235515514465,3.5433718348330587,4.381641307292174,4.381800977922298,4.14235515514465,4.506276663270676,4.506276663270676,0.8576448448553498,0.49372333672932367,0.3639215081260261
rw4256316,Teen Titans GO! To the Movies (2018),5.0,4.1856508558901515,3.0343815064025765,4.442715346744678,4.442984880087947,4.1856508558901515,4.549535608452195,4.549535608452195,0.8143491441098485,0.45046439154780504,0.36388475256204345
rw5457947,1917 (2019),5.0,4.19080373567989,3.3550135156869563,4.446871221503679,4.447079684799387,4.19080373567989,4.55334160211004,4.55334160211004,0.8091962643201098,0.4466583978899603,0.3625378664301495
rw0208098,All of Me (1984),5.0,3.884771011640821,3.38495477656078,4.044307890175144,4.044433738928349,3.884771011640821,4.246707047374495,4.246707047374495,1.115228988359179,0.7532929526255048,0.3619360357336743
rw6116215,London Confidental (2020),5.0,4.0113010880816695,3.5585955469762487,4.2092297975527035,4.209353622554174,4.0113010880816695,4.371720389626391,4.371720389626391,0.9886989119183305,0.6282796103736086,0.3604193015447219
rw4543493,The Shawshank Redemption (1994),4.5,3.9381843645743926,4.102481925512446,4.108667284378881,4.1086669765637005,3.9381843645743926,4.297192962900309,4.297192962900309,0.5618156354256074,0.20280703709969128,0.35900859832591614
rw1041360,Buffy the Vampire Slayer (1997–2003),5.0,4.073183994230988,3.278782857005263,4.292867641394286,4.293061417960672,4.073183994230988,4.431782921696276,4.431782921696276,0.9268160057690116,0.5682170783037241,0.35859892746528743
rw2047946,Vampire Killers (2009),1.5,2.0289971638499216,3.204925363605382,1.6061278659383305,1.6058230722586666,2.0289971638499216,1.3282182068006545,1.3282182068006545,0.5289971638499216,0.1717817931993455,0.35721537065057607
rw1237476,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005)",5.0,3.852463515408624,4.0948449893028736,3.9960387170037297,3.9960183851560687,3.852463515408624,4.208466726673653,4.208466726673653,1.147536484591376,0.7915332733263467,0.3560032112650293
rw3289492,Hot Pursuit (2015),1.5,2.3882548779533677,2.765974848667208,2.0820021145539367,2.081872843275909,2.3882548779533677,2.0362933676304937,2.0362933676304937,0.8882548779533677,0.5362933676304937,0.3519615103228739
rw3029220,Holiday: A Soldier is Never Off Duty (2014),2.0,2.8460788272102144,3.70171484665939,2.6762286378421924,2.676032243854181,2.8460788272102144,2.494308929683359,2.494308929683359,0.8460788272102144,0.49430892968335893,0.3517698975268555
rw3104926,Hell Drivers (1957),5.0,4.084592660123803,3.3468899728931625,4.307309625994385,4.307493018413023,4.084592660123803,4.428948112003725,4.428948112003725,0.9154073398761966,0.5710518879962754,0.3443554518799212
rw2552282,Encounters at the End of the World (2007),4.5,3.906467841503202,3.380715165551265,4.072865745305642,4.072997862920058,3.906467841503202,4.246707047374495,4.246707047374495,0.5935321584967981,0.2532929526255048,0.3402392058712933
rw2777056,Family Band: The Cowsills Story (2011),4.5,3.927628750436485,3.5585955469762487,4.099231896188243,4.099334725791406,3.927628750436485,4.267340991230202,4.267340991230202,0.5723712495635151,0.23265900876979817,0.339712240793717
rw0722695,The Man Who Wasn't There (2001),4.5,3.8598967482202737,3.3571643533965174,4.011834448686059,4.011959461135628,3.8598967482202737,4.198731299876464,4.198731299876464,0.6401032517797263,0.30126870012353635,0.3388345516561899
rw5335802,CATS貓 (2019),0.5,2.674227471516269,3.0427715618019695,2.45568907735654,2.455577726418195,2.674227471516269,2.3354961835937686,2.3354961835937686,2.174227471516269,1.8354961835937686,0.3387312879225002
rw3660720,Last Chance U (2016–2020),4.5,3.90289713618272,3.407039687186377,4.067956637605958,4.068082739116768,3.90289713618272,4.237835731404878,4.237835731404878,0.59710286381728,0.26216426859512243,0.3349385952221575
rw3715834,Fire Island (2017),1.5,2.5906547411472474,3.3777909699222426,2.3430863974124003,2.342888914687102,2.5906547411472474,2.2562193193221938,2.2562193193221938,1.0906547411472474,0.7562193193221938,0.3344354218250536
rw3806903,Rosemary's Baby (1968),0.5,2.584522200195386,3.888095559397201,2.330857313434462,2.330559037500822,2.584522200195386,2.253058404723729,2.253058404723729,2.084522200195386,1.753058404723729,0.33146379547165683
rw0196723,The Snowman (1982 TV Movie),5.0,4.419173994327106,3.56847895583145,4.745349763364849,4.745574011144445,4.419173994327106,4.747943373719079,4.747943373719079,0.5808260056728942,0.25205662628092096,0.32876937939197326
rw2580218,The Artist (I) (2011),4.5,3.864024175153552,3.4089418542218595,4.016837666591265,4.016953643970799,3.864024175153552,4.192572062918356,4.192572062918356,0.6359758248464482,0.30742793708164395,0.32854788776480426
rw5367999,The Witcher (2019– ),5.0,3.945742401458161,3.772517474473727,4.121297729427871,4.121363496297326,3.945742401458161,4.273407973117496,4.273407973117496,1.054257598541839,0.7265920268825043,0.32766557165933463
rw5173496,小丑 (2019),5.0,3.828211996937175,3.859511882475219,3.9660787193451696,3.9660980745741754,3.828211996937175,4.155717558439632,4.155717558439632,1.171788003062825,0.8442824415603676,0.32750556150245735
rw5587144,Saturday Night Live (1975– ),4.5,3.93284399983704,3.5585955469762487,4.1060880030605755,4.10619214129502,3.93284399983704,4.260332791091131,4.260332791091131,0.5671560001629601,0.23966720890886872,0.32748879125409136
rw3113690,Trick 'r Treat (2007),4.5,3.9088808320673847,3.2206806952179265,4.077344748182958,4.077508598030528,3.9088808320673847,4.236282176666162,4.236282176666162,0.5911191679326153,0.2637178233338382,0.3274013445987771
rw3683918,Carrie (1976),4.5,3.945077009409257,3.669767578056078,4.121262029487449,4.121347614281925,3.945077009409257,4.2704038509881,4.2704038509881,0.5549229905907431,0.22959614901189962,0.3253268415788435
rw1821262,Nanook of the North (1922),5.0,3.867693664531044,3.413676378622228,4.02162301432788,4.021738991603877,3.867693664531044,4.192572062918356,4.192572062918356,1.132306335468956,0.807427937081644,0.32487839838731203
rw5775685,The Chosen (2017– ),5.0,3.6810902822801537,4.145063131542858,3.770336789160912,3.77026368820996,3.6810902822801537,4.005044870899474,4.005044870899474,1.3189097177198463,0.9949551291005259,0.32395458861932047
rw5348784,大白鯊 (1975),5.0,3.957545517239345,3.79732528674438,4.13661184493098,4.136675748358094,3.957545517239345,4.273407973117496,4.273407973117496,1.0424544827606552,0.7265920268825043,0.31586245587815087
rw4133265,A Quiet Place (2018),4.5,3.89529996607843,3.0524198082872136,4.060864973708595,4.061058142587402,3.89529996607843,4.211115561044399,4.211115561044399,0.6047000339215698,0.2888844389556011,0.31581559496596867
rw0844815,Dead & Rotting (2002 Video),5.0,3.9335893321382263,3.3121877549261,4.109079970942999,4.109232222593924,3.9335893321382263,4.247551751639012,4.247551751639012,1.0664106678617737,0.752448248360988,0.31396241950078574
rw5297511,Broken But Beautiful (2018– ),5.0,3.914694722678522,3.396648113465584,4.083550917776858,4.083682000749782,3.914694722678522,4.228262846198517,4.228262846198517,1.0853052773214782,0.7717371538014826,0.31356812351999563
rw5566411,The Platform (2019),4.5,3.930627734412132,3.4789699210384484,4.1038246535551055,4.103943722885171,3.930627734412132,4.233040864464324,4.233040864464324,0.5693722655878681,0.26695913553567596,0.30241313005219217
rw4904762,The Secret Life of Walter Mitty (1947),5.0,3.9767178573493647,3.4165090874700765,4.164926013574913,4.165068796675543,3.9767178573493647,4.27798138442637,4.27798138442637,1.0232821426506353,0.7220186155736297,0.30126352707700566
rw5574392,Good Will Hunting (1997),4.5,3.85502675985709,3.68042956808327,4.002792489480543,4.002853404745007,3.85502675985709,4.155991926655111,4.155991926655111,0.6449732401429098,0.3440080733448889,0.3009651667980209
rw2708726,Wrong Turn 4: Bloody Beginnings (2011 Video),1.5,2.6131683366589447,3.2582987322636345,2.3736591325744554,2.373490540329385,2.6131683366589447,2.3145822700573944,2.3145822700573944,1.1131683366589447,0.8145822700573944,0.2985860666015503
rw5459390,Ghost (I) (2019),0.5,2.6322921054300266,3.5585955469762487,2.3963475676135975,2.3961253661543003,2.6322921054300266,2.3345139996698157,2.3345139996698157,2.1322921054300266,1.8345139996698157,0.2977781057602109
rw3015782,The Legend of Hercules (2014),0.5,2.629063352725156,3.556806306174978,2.3921175733356,2.391894909712645,2.629063352725156,2.3345139996698157,2.3345139996698157,2.129063352725156,1.8345139996698157,0.29454935305534047
rw4611935,Wait Until Dark (1967),5.0,3.940460102260752,3.368851025577507,4.117649764891613,4.117792719559368,3.940460102260752,4.233647931943315,4.233647931943315,1.0595398977392478,0.7663520680566851,0.29318782968256274
rw5971621,Cliffhanger (1993),5.0,3.639789047958557,3.7668217992987607,3.719129747333067,3.7191198509715018,3.639789047958557,3.930686336650531,3.930686336650531,1.360210952041443,1.0693136633494689,0.29089728869197407
rw4782082,Maria Full of Grace (2004),5.0,4.413558091457927,3.4153917097745254,4.739217037257026,4.739469651390303,4.413558091457927,4.70231899438911,4.70231899438911,0.5864419085420733,0.2976810056108903,0.28876090293118306
rw3404309,Rebecca (1940),5.0,4.44763956109097,3.3826761498222835,4.784288603213302,4.784556132392451,4.44763956109097,4.73267623353437,4.73267623353437,0.5523604389090302,0.26732376646562983,0.28503667244340036
rw1049919,Memento (2000),5.0,3.2449761988377506,4.020471760166962,3.1980269039586204,3.1978686045757345,3.2449761988377506,3.5275916727556806,3.5275916727556806,1.7550238011622494,1.4724083272443194,0.28261547391793007
rw1272225,Empty Nest (1988–1995),4.5,3.948473723896998,3.3987439802127386,4.127940585045573,4.128079736334108,3.948473723896998,4.222334847246509,4.222334847246509,0.5515262761030022,0.2776651527534906,0.2738611233495116
rw3668208,Beauty and the Beast (I) (2017),4.0,3.172689909574656,4.027478957598664,3.102940187606763,3.102762386956313,3.172689909574656,3.441545197284271,3.441545197284271,0.8273100904253439,0.5584548027157288,0.2688552877096151
rw6391640,Donkey's Christmas Shrektacular (2010),5.0,4.4678346373489735,3.3856355298177037,4.810813426713255,4.811085447721519,4.4678346373489735,4.73390489978781,4.73390489978781,0.5321653626510265,0.26609510021218963,0.2660702624388369
rw1682213,Tenko (1981–1984),5.0,4.478409716802439,3.4555704266225815,4.8241446307798395,4.824405702969528,4.478409716802439,4.743764544988638,4.743764544988638,0.5215902831975612,0.25623545501136213,0.26535482818619904
rw4298528,Code Black (2015–2018),5.0,3.5490620365386603,3.5585955469762487,3.601557930967107,3.601565769093187,3.5490620365386603,3.812838551957304,3.812838551957304,1.4509379634613397,1.187161448042696,0.2637765154186438
rw0585954,The Lord of the Rings: The Two Towers (2002),1.5,2.5074909684355613,3.7768738523397247,2.23049821017218,2.230202237910891,2.5074909684355613,2.244064918351981,2.244064918351981,1.0074909684355613,0.744064918351981,0.26342605008358033
rw3436919,Batman v Superman: Dawn of Justice (2016),5.0,3.737624516918975,3.5399909259764493,3.849599152806672,3.849657924390816,3.737624516918975,3.999797838141834,3.999797838141834,1.262375483081025,1.0002021618581658,0.2621733212228592
rw1873755,57000 km entre nous (2008),4.5,3.800742194320739,3.5585955469762487,3.9324234230787423,3.9324944137987057,3.800742194320739,4.060922540260366,4.060922540260366,0.6992578056792609,0.4390774597396341,0.2601803459396268
